date,K1,K2,K3,K4,K5,K6,Tfwd,Tret,Pfwd,Pret,Pump1,Pump2,Pump3,Pump4,Pump5,Pump6,Pump3.1,Pump6.1,Pboil,Tboil,Vfwd
22.03.2018 04:00,1,1,1,1,,,77,56,7.3,3.1,,1,1,,,1,1,1,5.3,60,1900
22.03.2018 06:00,1,1,1,1,,,77,56,7.3,3.1,,1,1,,,1,1,1,5.3,60,2157
22.03.2018 08:00,1,1,1,,,1,77,55,7.2,3,,1,1,,,1,1,1,5.3,59,2307
22.03.2018 10:00,1,1,1,,,1,77,56,7.2,3,,1,1,,,1,1,1,5.4,60,2120
22.03.2018 12:00,1,1,1,,,1,76,55,7.2,3,,1,1,,,1,1,1,5.4,60,1930
22.03.2018 14:00,1,1,1,,,1,76,55,7.3,3,,1,1,,,1,1,1,5.3,60,2000
22.03.2018 16:00,1,1,1,1,,,76,55,7.3,3.6,,1,1,,,1,1,1,5.3,59,2010
22.03.2018 18:00,1,1,1,1,,,76,55,7.3,3.1,,1,1,,,1,1,1,5.3,60,2010
22.03.2018 20:00,1,1,1,1,,,77,55,7.3,3.4,,1,1,,,1,1,1,5.3,59,2133
22.03.2018 22:00,1,1,1,1,,,77,54,7.3,3.5,,1,1,,,1,1,1,5.3,58,2196
23.03.2018 00:00,1,1,1,1,,,77,55,7.3,3.5,,1,1,,,1,1,1,5.3,59,2067
23.03.2018 02:00,1,1,1,1,,,77,56,7.3,3,,1,1,,,1,1,1,5.3,61,2071
23.03.2018 04:00,1,1,1,1,,,77,57,7.3,3.6,,1,1,,,1,1,1,5.3,61,1996
23.03.2018 06:00,1,1,1,1,,,77,56,7.3,3.1,,1,1,,,1,1,1,5.3,61,2128
23.03.2018 08:00,1,1,1,1,,,77,55,7.3,3.2,,1,1,,,1,1,1,5.3,59,2200
23.03.2018 10:00,1,1,1,1,,,77,55,7.3,3.2,,1,1,,,1,1,1,5.3,60,1900
23.03.2018 12:00,1,1,1,1,,,77,55,7.3,3.1,,1,1,,,1,1,1,5.3,60,1900
23.03.2018 14:00,1,1,1,1,,,77,55,7.4,3,,1,1,,,1,1,1,5.3,60,1900
23.03.2018 16:00,1,1,1,1,,,77,55,7.3,3.2,,1,1,,,1,1,1,5.3,60,1800
23.03.2018 18:00,1,1,1,1,,,77,55,7.3,3,,1,1,,,1,1,1,5.3,60,1850
23.03.2018 20:00,1,1,1,1,,,77,54,7.3,3.1,,1,1,,,1,1,1,5.4,59,1970
23.03.2018 22:00,1,1,1,1,,,77,54,7.3,3.3,,1,1,,,1,1,1,5.3,58,2030
24.03.2018 00:00,1,1,1,1,,,77,54,7.3,3,,1,1,,,1,1,1,5.3,59,2030
24.03.2018 02:00,1,1,1,1,,,77,56,7.3,3,,1,1,,,1,1,1,5.3,60,1960
24.03.2018 04:00,1,1,1,1,,,77,56,7.3,3.3,,1,1,,,1,1,1,5.3,61,1960
24.03.2018 06:00,1,1,1,1,,,77,56,7.3,3.1,,1,1,,,1,1,1,5.3,61,2050
24.03.2018 08:00,1,1,1,1,,,77,54,7.3,3.1,,1,1,,,1,1,1,5.3,60,1981
24.03.2018 10:00,1,1,1,1,,,77,54,7.3,3.1,,1,1,,,1,1,1,5.3,60,1981
24.03.2018 12:00,,1,1,1,,,77,55,7.3,3,,1,1,,,1,1,1,5.3,60,1925
24.03.2018 14:00,,1,1,1,,,77,55,7.4,3,,1,1,,,1,1,1,5.3,60,1835
24.03.2018 16:00,,1,1,1,,,77,55,7.4,3,,1,1,,,1,1,1,5.2,60,1840
24.03.2018 18:00,,1,1,1,,,77,55,7.3,3.1,,1,1,,,1,1,1,5.3,60,1919
24.03.2018 20:00,,1,1,1,,,77,55,7.2,3.1,,1,1,,,1,1,1,5.3,60,2140
24.03.2018 22:00,1,1,1,1,,,77,55,7.2,3,,1,1,,,1,1,1,5.3,60,2300
25.03.2018 00:00,1,1,1,1,,,77,56,7.3,3,,1,1,,,1,1,1,5.3,60,2360
25.03.2018 02:00,1,1,1,1,,,77,57,7.2,3,,1,1,,,1,1,1,5.3,61,2450
25.03.2018 04:00,1,1,1,1,,,78,56,7.2,3,,1,1,,,1,1,1,5.3,62,2350
25.03.2018 06:00,1,1,1,1,,,78,58,7.2,3,,1,1,,,1,1,1,5.3,62,2380
25.03.2018 08:00,1,1,1,1,,,77,59,7.2,3,,1,1,,,1,1,1,5.3,62,2370
25.03.2018 10:00,1,1,1,1,,,78,58,7.4,3,,1,1,,,1,1,1,5.3,61,1993
25.03.2018 12:00,1,1,,1,,,77,55,7.3,3.1,,1,1,,,1,1,1,5.3,60,1894
25.03.2018 14:00,1,1,,1,,,78,55,7.4,3,,1,1,,,1,1,1,5.3,60,1729
25.03.2018 16:00,1,1,,1,,,78,55,7.4,2.9,,1,1,,,1,1,1,5.3,61,1692
25.03.2018 18:00,1,1,,1,,,78,55,7.4,3,,1,1,,,1,1,1,5.3,60,1698
25.03.2018 20:00,1,1,,1,,,78,54,7.3,3,,1,1,,,1,1,1,5.3,59,1850
25.03.2018 22:00,1,1,,1,,,77,53,7.3,3,,1,1,,,1,1,1,5.3,59,1905
26.03.2018 00:00,1,1,,1,,,77,54,7.3,3.8,,1,1,,,1,1,1,5.3,59,1691
26.03.2018 02:00,1,1,,1,,,84,56,7.4,3.5,,1,1,,,1,1,1,5.3,59,1704
26.03.2018 04:00,1,1,,1,,,84,56,7.4,3.5,,1,1,,,1,1,1,5.3,59,1485
26.03.2018 06:00,1,1,1,,,,87,56,7.4,3,,1,1,,,1,1,1,5.3,59,2500
26.03.2018 08:00,1,1,,1,,,85,56,7.5,3,,1,1,,,1,,1,5.7,65,1505
26.03.2018 10:00,,,,,,,50,51,2.8,2.7,,1,1,,,1,,1,2.3,,766
26.03.2018 12:00,,,,,,,,,,,,1,1,,,1,,1,,,
26.03.2018 14:00,,,,,,,,,,,,1,1,,,1,,1,,,
26.03.2018 16:00,1,1,1,1,,,74,37,5.3,3.7,,1,1,,,1,,1,5.6,49,1000
26.03.2018 18:00,1,1,1,1,,,77,39,5.3,3.8,1,1,,,,,,,5.5,52,1680
26.03.2018 20:00,1,1,1,1,,,78,52,7.3,3.3,1,1,1,,,1,,1,5.3,58,1823
26.03.2018 22:00,1,1,1,1,,,77,53,7.4,3.2,1,1,1,,,1,,1,5.3,60,1806
27.03.2018 00:00,1,1,1,1,,,77,54,7.4,3.7,1,1,1,,,1,,1,5.3,60,1661
27.03.2018 02:00,1,1,,1,,,77,55,7.4,3.1,1,1,1,,,1,,1,5.3,61,1714
27.03.2018 04:00,1,1,,1,,,77,56,7.4,3.4,1,1,1,,,1,,1,5.4,62,1630
27.03.2018 06:00,1,1,,1,,,77,56,7.4,3.2,1,1,1,,,1,,1,5.3,62,1777
27.03.2018 08:00,1,1,1,1,,,76,54,7.3,3.1,1,1,1,,,1,,1,5.3,60,2100
27.03.2018 10:00,1,1,1,1,,,77,55,7.3,3,1,1,1,,,1,,1,5.2,60,2200
27.03.2018 12:00,1,1,1,1,,,77,55,7.3,3.7,1,1,1,,,1,,1,5.3,60,2000
27.03.2018 14:00,,,,,,,65,50,2.6,3.1,1,1,1,,,1,,1,5.2,42,1300
27.03.2018 16:00,1,1,1,1,,,75,53,7.2,3.6,1,1,1,,,1,,1,5.3,57,2400
27.03.2018 18:00,1,1,1,1,,,76,55,7.2,3.4,1,1,1,,,1,,1,5.2,59,2300
27.03.2018 20:00,1,1,1,1,,,76,56,7.3,3.2,,1,1,,1,1,1,1,5.2,60,2312
27.03.2018 22:00,1,1,1,1,,,77,55,7.2,3.1,,1,1,,1,1,1,1,5.1,60,2480
28.03.2018 00:00,1,1,1,1,,,78,57,7.1,3,,1,1,,1,1,1,1,5.2,62,2460
28.03.2018 02:00,1,1,1,1,,,78,59,7.2,3,,1,1,,1,1,1,1,5.2,63,2420
28.03.2018 04:00,1,1,1,1,,,79,59,7.2,3.1,,1,1,,1,1,1,1,5.2,63,2492
28.03.2018 06:00,1,1,1,1,,,79,59,7.2,3.1,,1,1,,1,1,1,1,5.2,63,2500
28.03.2018 08:00,1,1,1,1,,,79,58,7.1,3.1,,1,1,,1,1,1,1,5.2,63,2497
28.03.2018 10:00,1,1,1,1,,,77,58,7.1,3.1,,1,1,,1,1,1,1,5.2,63,2204
28.03.2018 12:00,1,1,,1,,,78,56,7.1,3.1,,1,1,,1,1,1,1,5.2,63,1994
28.03.2018 14:00,1,1,,1,,,78,56,7.1,3.1,,1,1,,1,1,1,1,5.2,63,1828
28.03.2018 16:00,1,1,,1,,,77,57,7.1,3.1,,1,1,,1,1,1,1,5.2,61,2000
28.03.2018 18:00,1,1,,1,,,77.4,55.7,7.1,3.1,,1,1,,1,1,1,1,5.2,61,2027
28.03.2018 20:00,1,1,1,1,,,77,55,7.1,3.1,,1,1,,1,1,1,1,5.2,60,2350
28.03.2018 22:00,1,1,1,1,,,77,55,7.1,3,,1,1,,1,1,1,1,5.2,59,2450
29.03.2018 00:00,1,1,1,1,,,77,56,7,3,,1,1,,1,1,1,1,5.2,60,2500
29.03.2018 02:00,1,1,1,1,,,78,57,7,3.1,,1,1,,1,1,1,1,5.2,61,2480
29.03.2018 04:00,1,1,1,1,,,79,57,7,3.1,,1,1,,1,1,1,1,5.2,62,2500
29.03.2018 06:00,1,1,1,1,,,80,58,7,3,,1,1,,1,1,1,1,5.2,63,2550
29.03.2018 08:00,1,1,1,1,,,81,58,7.1,2.9,,1,1,,1,1,1,1,5.2,63,2398
29.03.2018 10:00,1,1,1,1,,,80,58,7.3,3,,1,1,,1,1,1,1,5.3,65,1754
29.03.2018 12:00,1,1,,1,,,79,56,7.1,3.7,,1,1,,1,1,1,1,5.2,62,1708
29.03.2018 14:00,1,1,,1,,,76,56,7.1,3,,1,1,,1,1,1,1,5.2,61,1903
29.03.2018 16:00,1,1,,1,,,77,55,7.2,3.4,,1,1,,1,1,1,1,5.3,61,1837
29.03.2018 18:00,1,1,1,1,,,77,55,7.1,3.3,,1,1,,1,1,1,1,5.2,61,1896
29.03.2018 20:00,1,1,1,1,,,77,54,7.1,3.3,,1,1,,1,1,1,1,5.2,61,2100
29.03.2018 22:00,1,1,1,1,,,77,54,7.1,3.3,,1,1,,1,1,1,1,5.2,61,2222
30.03.2018 00:00,1,1,1,1,,,77,56,7.1,3.1,,1,1,,1,1,1,1,5.2,61,2282
30.03.2018 02:00,1,1,1,1,,,77,58,7.1,3.1,,1,1,,1,1,1,1,5.2,61,2321
30.03.2018 04:00,1,1,1,1,,,77,58,7.1,3.1,,1,1,,1,1,1,1,5.2,61,2394
30.03.2018 06:00,1,1,1,1,,,78,58,7.1,3,,1,1,,1,1,1,1,5.2,60,2418
30.03.2018 08:00,1,1,1,1,,,79,57,7,3.2,,1,1,,1,1,1,1,5.2,62,2300
30.03.2018 10:00,1,1,1,1,,,80,57,7.1,3,,1,1,,1,1,1,1,5.2,64,1720
30.03.2018 12:00,1,1,1,1,,,70,50,6.4,3.7,,1,1,,1,1,1,1,5,54,2375
30.03.2018 14:00,,,,,,,,,,,,1,1,,1,1,1,1,,,
30.03.2018 16:00,1,1,1,1,,,76,52,7.1,3.6,,1,1,,1,1,1,1,5.1,57,2220
30.03.2018 18:00,1,1,1,1,,,77,55,7.3,3.7,,1,1,,1,1,1,1,5.2,60,2000
30.03.2018 20:00,1,1,1,1,,,78,55,7.1,2.9,,1,1,,,1,1,1,5.1,61,2099
30.03.2018 22:00,1,1,1,1,,,78,55,7.1,3.1,,1,1,,,1,1,1,5.1,61,2116
31.03.2018 00:00,1,1,1,1,,,77,55,7.2,3.6,,1,1,,,1,1,1,5.1,61,2060
31.03.2018 02:00,1,1,1,1,,,77,57,7.2,3.1,,1,1,,,1,1,1,5.1,62,2221
31.03.2018 04:00,1,1,1,1,,,77,58,7.1,3.2,,1,1,,,1,1,1,5.1,62,2158
31.03.2018 06:00,1,1,1,1,,,78,58,7.2,3.2,,1,1,,,1,1,1,5.1,63,2194
31.03.2018 08:00,1,1,1,1,,,78,56,7.2,3.1,,1,1,,,1,1,1,5.1,62,2100
31.03.2018 10:00,1,1,1,1,,,78,56,7.3,3.2,,1,1,,,1,1,1,5.1,61,2000
31.03.2018 12:00,1,1,1,1,,,77,55,7.3,3.6,,1,1,,,1,1,1,5.1,61,1700
31.03.2018 14:00,1,1,,1,,,76,54,7.2,3.8,,1,1,,,1,1,1,5.1,60,1700
31.03.2018 16:00,1,1,,1,,,76,55,7.1,3,,1,1,,,1,1,1,5.1,60,1800
31.03.2018 18:00,1,1,,1,,,76,54,7.2,3.1,,1,1,,,1,1,1,5.1,59,1950
31.03.2018 20:00,1,1,,1,,,76,54,7.2,3,,1,1,,,1,1,1,5.2,59,1905
31.03.2018 22:00,1,1,,1,,,76,54,7.2,3.2,,1,1,,,1,1,1,5.1,59,2010
01.04.2018 00:00,1,1,,1,,,77,54,7.3,3.6,,1,1,,,1,1,1,5.2,59,1930
01.04.2018 02:00,1,1,,1,,,77,55,7.3,3.3,,1,1,,,1,1,1,5.2,61,1800
01.04.2018 04:00,1,1,,1,,,76,56,7.2,3,,1,1,,,1,1,1,5.2,61,1825
01.04.2018 06:00,1,1,,1,,,76,56,7.2,3,,1,1,,,1,1,1,5.1,61,1842
01.04.2018 08:00,1,1,,1,,,76,55,7.2,3,,1,1,,,1,1,1,5.2,60,1957
01.04.2018 10:00,1,1,,1,,,77,54,7.2,3,,1,1,,,1,1,1,5.2,60,1885
01.04.2018 12:00,1,1,,1,,,77,54,7.2,3.1,,1,1,,,1,1,1,5.2,60,1758
01.04.2018 14:00,1,1,,1,,,77,54,7.2,3.2,,1,1,,,1,1,1,5.2,60,1700
01.04.2018 16:00,1,1,,1,,,77,54,7.2,3.2,,1,1,,,1,1,1,5.2,60,1685
01.04.2018 18:00,1,1,,1,,,77,54,7.2,3.2,,1,1,,,1,1,1,5.2,60,1772
01.04.2018 20:00,1,1,,1,,,76,53,7.2,3.1,,1,1,,,1,1,1,5.1,59,1890
01.04.2018 22:00,1,1,,1,,,76,53,7.2,3.2,,1,1,,,1,1,1,5.1,58,2000
02.04.2018 00:00,1,1,,1,,,77,54,7.2,3.3,,1,1,,,1,1,1,5.1,60,1900
02.04.2018 02:00,1,1,,1,,,76,54,7.3,3.1,,1,1,,,1,1,1,5.1,60,1850
02.04.2018 04:00,1,1,,1,,,76,55,7.3,3.2,,1,1,,,1,1,1,5.1,61,1830
02.04.2018 06:00,1,1,,1,,,76,55,7.2,3,,1,1,,,1,1,1,5.1,61,1800
02.04.2018 08:00,1,1,,1,,,76,54,7.3,3.6,,1,1,,,1,1,1,5.2,60,1745
02.04.2018 10:00,1,1,,1,,,75,55,7.4,3.1,,1,1,,,1,1,1,5.2,60,1747
02.04.2018 12:00,1,1,,1,,,76,55,7.3,3.4,,1,1,,,1,1,1,5.1,60,1650
02.04.2018 14:00,1,1,,1,,,75,56,7.3,3.1,,1,1,,,1,1,1,5.1,61,1635
02.04.2018 16:00,1,1,,1,,,75,56,7.3,3.2,,1,1,,,1,1,1,5.1,61,1657
02.04.2018 18:00,1,1,,1,,,76,55,7.3,3.4,,1,1,,,1,1,1,5.1,60,1736
02.04.2018 20:00,1,1,,1,,,76,55,7.3,3.4,,1,1,,,1,1,1,5.1,60,1895
02.04.2018 22:00,1,1,,1,,,75,55,7.3,3.4,,1,1,,,1,1,1,5.1,60,1949
03.04.2018 00:00,1,1,,1,,,75,55,7.3,3.4,,1,1,,,1,1,1,5.1,60,1861
03.04.2018 02:00,1,1,,1,,,76,55,7.3,3.5,,1,1,,,1,1,1,5.1,60,1765
03.04.2018 04:00,1,1,,1,,,76,56,7.3,3.3,,1,1,,,1,1,1,5.1,60,1759
03.04.2018 06:00,1,1,,1,,,75,55,7.3,3.3,,1,1,,,1,1,1,5.1,60,1911
03.04.2018 08:00,1,1,,1,,,76,54,7.2,3.3,,1,1,,,1,1,1,5.2,59,1942
03.04.2018 10:00,1,1,,1,,,76,54,7.3,3.3,,1,1,,,1,1,1,5.2,60,1810
03.04.2018 12:00,1,1,,1,,,76,55,7.3,3.5,,1,1,,,1,1,1,5.1,61,1600
03.04.2018 14:00,1,1,,1,,,75,55,7.3,3,,1,1,,,1,1,1,5.1,61,1700
03.04.2018 16:00,1,1,,1,,,75,55,7.3,3,,1,1,,,1,1,1,5.1,61,1730
03.04.2018 18:00,1,1,,1,,,76,54,7.3,3.2,,1,1,,,1,1,1,5.1,60,1740
03.04.2018 20:00,1,1,,1,,,76,54,7.3,3,,1,1,,,1,1,1,5.2,59,1846
03.04.2018 22:00,1,1,,1,,,76,53,7.2,3.5,,1,1,,,1,1,1,5.1,59,1885
04.04.2018 00:00,1,1,,1,,,75,54,7.3,3.7,,1,1,,,1,1,1,5.2,59,1838
04.04.2018 02:00,1,1,,1,,,75,55,7.3,3.5,,1,1,,,1,1,1,5.3,60,1852
04.04.2018 04:00,1,1,,1,,,75,56,7.3,3.4,,1,1,,,1,1,1,5.2,60,1932
04.04.2018 06:00,1,1,,1,,,75,55,7.2,3,,1,1,,,1,1,1,5.1,60,2150
04.04.2018 08:00,1,1,,1,,,75,54,7.2,2.9,,1,1,,,1,1,1,5.2,59,2000
04.04.2018 10:00,1,1,,1,,,76,54,7.3,3.7,,1,1,,,1,1,1,5.2,60,1700
04.04.2018 12:00,1,1,,1,,,76,54,7.3,3,,1,1,,,1,1,1,5.2,61,1600
04.04.2018 14:00,1,,,1,,,75,55,7.2,3.1,,1,1,,,1,1,1,5.1,60,1500
04.04.2018 16:00,1,,,1,,,74,54,7.4,3,,1,1,,,1,1,1,5.1,59,1600
04.04.2018 18:00,1,,,1,,,74,54,7.3,3,,1,1,,,1,1,1,5.1,59,1700
04.04.2018 20:00,1,,,1,,,73,53,7.2,3.1,,1,1,,,1,1,1,5.1,58,1900
04.04.2018 22:00,1,1,,1,,,74,52,7.2,3.6,,1,1,,,1,1,1,5.1,58,1940
05.04.2018 00:00,1,1,,1,,,74,53,7.3,3.6,,1,1,,,1,1,1,5.2,59,1880
05.04.2018 02:00,1,1,,1,,,74,55,7.2,3.4,,1,1,,,1,1,1,5.1,59,1920
05.04.2018 04:00,1,1,,1,,,75,56,7.2,3,,1,1,,,1,1,1,5.1,60,1965
05.04.2018 06:00,1,1,,1,,,75,55,7.2,3,,1,1,,,1,1,1,5.1,60,2010
05.04.2018 08:00,1,1,,1,,,75,54,7.3,3.3,,1,1,,,1,1,1,5.1,59,1900
05.04.2018 10:00,1,1,,1,,,73,55,7.3,3.3,,1,1,,,1,1,1,5.1,59,1672
05.04.2018 12:00,1,,,1,,,74,54,7.3,3,,1,1,,,1,1,1,5.1,59,1679
05.04.2018 14:00,1,,,1,,,75,55,7.3,3.4,,1,1,,,1,1,1,5.1,59,1679
05.04.2018 16:00,1,,,1,,,74,56,7.3,3.1,,1,1,,,1,1,1,5.1,59,1583
05.04.2018 18:00,1,,,1,,,74,56,7.3,3.1,,1,1,,,1,1,1,5.1,59,1655
05.04.2018 20:00,1,,,1,,,74,53,7.3,3.1,,1,1,,,1,1,1,5.1,59,1800
05.04.2018 22:00,1,1,,1,,,74,52,7.3,3,,1,1,,,1,1,1,5.1,58,1900
06.04.2018 00:00,1,1,,1,,,75,53,7.3,3.5,,1,1,,,1,1,1,5.1,58,1800
06.04.2018 02:00,1,1,,1,,,75,54,7.3,3.2,,1,1,,,1,1,1,5.1,59,1820
06.04.2018 04:00,1,1,,1,,,75,54,7.3,3.1,,1,1,,,1,1,1,5.1,60,1850
06.04.2018 06:00,1,1,,1,,,75,55,7.3,3,,1,1,,,1,1,1,5.1,60,1800
06.04.2018 08:00,1,1,,1,,,75,54,7.3,3.8,,1,1,,,1,1,1,5.1,59,1840
06.04.2018 10:00,1,1,,1,,,76,55,7.3,3.1,,1,1,,,1,1,1,5.1,61,1580
06.04.2018 12:00,1,,,1,,,75,55,7.4,3.1,,1,1,,,1,1,1,5.1,61,1489
06.04.2018 14:00,1,,,1,,,74,55,7.3,3,,1,1,,,1,1,1,5.1,61,1484
06.04.2018 16:00,1,,,1,,,74,55,7.3,3,,1,1,,,1,1,1,5.1,60,1486
06.04.2018 18:00,1,,,1,,,75,55,7.4,3.7,,1,1,,,1,1,1,5.2,60,1431
06.04.2018 20:00,1,,,1,,,75,53,7.4,3,,1,1,,,1,1,1,5.1,60,1642
06.04.2018 22:00,1,,,1,,,75,53,7.4,3,,1,1,,,1,1,1,5.2,60,1642
07.04.2018 00:00,1,,,1,,,75,54,7.4,3,,1,1,,,1,1,1,5.2,60,1542
07.04.2018 02:00,1,,,1,,,75,54,7.4,3.1,,1,1,,,1,1,1,5.2,60,1657
07.04.2018 04:00,1,,,1,,,74,54,7.4,3,,1,1,,,1,1,1,5.2,60,1650
07.04.2018 06:00,1,,,1,,,74,54,7.4,2.8,,1,1,,,1,1,1,5.2,60,1640
07.04.2018 08:00,1,,,1,,,74,55,7.3,3.1,,1,1,,,1,1,1,5.2,60,1710
07.04.2018 10:00,1,1,,1,,,74,53,7.3,3.7,,1,1,,,1,1,1,5.2,59,1820
07.04.2018 12:00,1,1,,1,,,74,54,7.3,3.1,,1,1,,,1,1,1,5.2,59,1750
07.04.2018 14:00,1,,,1,,,74,54,7.3,3.2,,1,1,,,1,1,1,5.2,59,1600
07.04.2018 16:00,1,,,1,,,74,54,7.3,3,,1,1,,,1,1,1,5.1,59,1630
07.04.2018 18:00,1,,,1,,,74,54,7.4,3.7,,1,1,,,1,1,1,5.2,59,1720
07.04.2018 20:00,1,,,1,,,74,54,7.3,3,,1,1,,,1,1,1,5.1,58,1786
07.04.2018 22:00,1,1,,1,,,75,53,7.2,3,,1,1,,,1,1,1,5.1,59,1847
08.04.2018 00:00,1,1,,1,,,76,54,7.3,3.5,,1,1,,,1,1,1,5.2,60,1700
08.04.2018 02:00,1,1,,1,,,75,55,7.3,3,,1,1,,,1,1,1,5.1,60,1725
08.04.2018 04:00,1,1,,1,,,75,55,7.3,3,,1,1,,,1,1,1,5.2,61,1721
08.04.2018 06:00,1,1,,1,,,75,55,7.3,3,,1,1,,,1,1,1,5.1,61,1743
08.04.2018 08:00,1,1,,1,,,75,55,7.4,3.2,,1,1,,,1,1,1,5.1,60,1720
08.04.2018 10:00,1,,,1,,,74,53,7.3,3.2,,1,1,,,1,1,1,5.1,59,1600
08.04.2018 12:00,1,,,1,,,74,53,7.3,3.2,,1,1,,,1,1,1,5.1,59,1650
08.04.2018 14:00,1,,,1,,,73,54,7.4,3,,1,1,,,1,1,1,5.1,59,1620
08.04.2018 16:00,1,,,1,,,73,54,7.4,3.3,,1,1,,,1,1,1,5.1,59,1670
08.04.2018 18:00,1,,,1,,,73,54,7.3,3,,1,1,,,1,1,1,5.1,59,1680
08.04.2018 20:00,1,,,1,,,73,53,7.3,3,,1,1,,,1,1,1,5.1,58,1765
08.04.2018 22:00,1,1,,1,,,75,53,7.3,3.6,,1,1,,,1,1,1,5.2,58,1830
09.04.2018 00:00,1,1,,1,,,74,53,7.3,3.3,,1,1,,,1,1,1,5.1,59,1750
09.04.2018 02:00,1,,,1,,,73,55,7.3,3.1,,1,1,,,1,1,1,5.1,60,1560
09.04.2018 04:00,1,,,1,,,74,56,7.4,3.4,,1,1,,,1,1,1,5.2,61,1540
09.04.2018 06:00,1,,,1,,,74,55,7.3,3.1,,1,1,,,1,1,1,5.1,60,1700
09.04.2018 08:00,1,1,,1,,,75,54,7.3,3.5,,1,1,,,1,1,1,5.9,60,1640
09.04.2018 10:00,1,,,1,,,74,54,7.3,3.5,,1,1,,,1,1,1,5.9,60,1471
09.04.2018 12:00,1,,,1,,,75,56,7.3,3.5,,1,1,,,1,1,1,5.9,60,1419
09.04.2018 14:00,1,,,1,,,75,56,7.3,3.1,,1,1,,,1,1,1,5.9,60,1479
09.04.2018 16:00,1,,,1,,,76,56,7.3,3,,1,1,,,1,1,1,5.9,60,1377
09.04.2018 18:00,1,,,1,,,76,56,7.2,3.1,,1,1,,,1,1,1,5.9,60,1385
09.04.2018 20:00,1,,,1,,,75,54,7.4,3.1,,1,1,,,1,1,1,5.2,60,1450
09.04.2018 22:00,1,,,1,,,74,53,7.3,3.2,,1,1,,,1,1,1,5.2,59,1500
10.04.2018 00:00,1,,,1,,,74,53,7.4,3.6,,1,1,,,1,1,1,5.2,59,1400
10.04.2018 02:00,1,,,1,,,74,54,7.3,3.4,,1,1,,,1,1,1,5.2,60,1420
10.04.2018 04:00,1,,,1,,,74,54,7.4,3.2,,1,1,,,1,1,1,5.2,60,1400
10.04.2018 06:00,1,,,1,,,74,55,7.4,3.2,,1,1,,,1,1,1,5.2,61,1450
10.04.2018 08:00,1,,,1,,,74,54,7.3,3.1,,1,1,,,1,,1,5.2,59,1550
10.04.2018 10:00,1,,,1,,,75,54,7.3,3.2,,1,1,,,1,,1,5.1,60,1402
10.04.2018 12:00,1,,,1,,,75,55,7.3,3,,1,1,,,1,,1,5.1,61,1401
10.04.2018 14:00,1,,,1,,,76,56,7.3,3.6,,1,1,,,1,,1,5.2,62,1283
10.04.2018 16:00,1,,,1,,,75,56,7.4,3,,1,1,,,1,,1,5.2,62,1227
10.04.2018 18:00,1,,,1,,,75,56,7.4,3,,1,1,,,1,,1,5.1,62,1306
10.04.2018 20:00,1,,,1,,,74,54,7.4,3,,1,1,,,1,,1,5.1,62,1449
10.04.2018 22:00,1,,,1,,,73,53,7.3,3.5,,1,1,,,1,,1,5.1,58,1685
11.04.2018 00:00,1,,,1,,,73,53,7.3,3.6,,1,1,,,1,,1,5.1,58,1680
11.04.2018 02:00,1,,,1,,,73,54,7.3,3.3,,1,1,,,1,,1,5.1,58,1667
11.04.2018 04:00,1,,,1,,,74,54,7.3,3.3,,1,1,,,1,,1,5.1,59,1700
11.04.2018 06:00,1,,,1,,,74,54,7.3,3.3,,1,1,,,1,,1,5.1,59,1828
11.04.2018 08:00,1,1,,1,,,73,53,7.3,3.5,,1,1,,,1,1,1,5.2,58,1930
11.04.2018 10:00,1,1,,1,,,74,54,7.3,3.3,,1,1,,,1,1,1,5.1,60,1780
11.04.2018 12:00,1,,,1,,,73,54,7.3,3,,1,1,,,1,1,1,5.2,59,1600
11.04.2018 14:00,1,,,1,,,74,55,7.3,3.3,,1,1,,,1,1,1,5.1,60,1540
11.04.2018 16:00,1,,,1,,,74,55,7.3,3.1,,1,1,,,1,1,1,5.1,60,1502
11.04.2018 18:00,1,,,1,,,74,55,7.3,3,,1,1,,,1,1,1,5.1,60,1535
11.04.2018 20:00,1,,,1,,,74,54,7.3,3.1,,1,1,,,1,1,1,5.1,59,1711
11.04.2018 22:00,1,1,,1,,,74,52,7.2,3,,1,1,,,1,1,1,5.1,58,1946
12.04.2018 00:00,1,1,,1,,,75,53,7.3,3.7,,1,1,,,1,1,1,5.2,59,1701
12.04.2018 02:00,1,1,,1,,,75,55,7.3,3.6,,1,1,,,1,1,1,5.3,60,1658
12.04.2018 04:00,1,1,,1,,,74,55,7.2,2.9,,1,1,,,1,1,1,5.1,60,1853
12.04.2018 06:00,1,1,,1,,,75,55,7.3,3.1,,1,1,,,1,1,1,5.2,60,1879
12.04.2018 08:00,1,,,1,,,75,54,7.3,3,,1,1,,,1,1,1,5.1,60,1600
12.04.2018 10:00,1,,,1,,,75,54,7.3,3.2,,1,1,,,1,1,1,5.2,60,1400
12.04.2018 12:00,1,,,1,,,75,54,7.3,3.1,,1,1,,,1,1,1,5.1,60,1450
12.04.2018 14:00,1,,,1,,,74,54,7.3,3,,1,1,,,1,1,1,5.1,60,1370
12.04.2018 16:00,1,,,1,,,74,54,7.4,2.8,,1,1,,,1,1,1,5.1,60,1400
12.04.2018 18:00,1,,,1,,,74,54,7.4,3,,1,1,,,1,1,1,5.1,60,1460
12.04.2018 20:00,1,,,1,,,74,54,7.3,3,,1,1,,,1,1,1,5.1,59,1600
